search URL:,https://patents.google.com/?country=CN&before=filing:20220104&after=filing:20220104&type=PATENT&sort=new
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-217004592-U,Air-conditioning type range hood ,宁波方太厨具有限公司,"张迪, 曹亚裙, 余丙松, 郭俊杰, 李昂, 傅海峰, 江名松, 崔腾飞, 梁兵兵, 付云开",2022-01-04,2022-01-04,2022-07-19,2022-07-19,https://patents.google.com/patent/CN217004592U/en,https://patentimages.storage.googleapis.com/de/e7/43/7f994af7d5eab4/HDA0003454772900000011.png
CN-114352897-A,Signal testing device based on 5G mobile communication technology ,淄博职业学院,刘芳舒,2022-01-04,2022-01-04,2022-04-15,,https://patents.google.com/patent/CN114352897A/en,https://patentimages.storage.googleapis.com/6e/92/31/b4f1010245aefe/HDA0003454652310000011.png
CN-216785460-U,Automatic hooking and unhooking mechanism for crane lifting appliance ,武汉武桥重工设计有限公司,"徐攀, 张彦方, 容建华, 陈文军, 白福凯, 刘庆, 谢雨, 胡康, 付金华",2022-01-04,2022-01-04,2022-06-21,2022-06-21,https://patents.google.com/patent/CN216785460U/en,https://patentimages.storage.googleapis.com/26/24/ef/25b702648c82ac/HDA0003454194860000011.png
CN-216639852-U,Knitting machine yarn finishing device ,玉芝服装(上海)有限公司,陈武,2022-01-04,2022-01-04,2022-05-31,2022-05-31,https://patents.google.com/patent/CN216639852U/en,https://patentimages.storage.googleapis.com/c1/37/dd/984d7865b9fe77/220104092329.png
CN-217192990-U,Sawing machine for cutting raw materials of sliding door accessories ,肇庆市泓佰五金有限公司,陈均明,2022-01-04,2022-01-04,2022-08-16,2022-08-16,https://patents.google.com/patent/CN217192990U/en,https://patentimages.storage.googleapis.com/9a/52/22/be9d114e864d5b/HDA0003454787230000011.png
CN-216610188-U,Vertical ring die biomass fuel briquetting device ,蒙城县众林生物科技有限公司,李坤礼,2022-01-04,2022-01-04,2022-05-27,2022-05-27,https://patents.google.com/patent/CN216610188U/en,https://patentimages.storage.googleapis.com/3c/e8/68/960109ab9a99f0/HDA0003454400220000011.png
CN-216468711-U,Celery binding device ,张永,张永,2022-01-04,2022-01-04,2022-05-10,2022-05-10,https://patents.google.com/patent/CN216468711U/en,https://patentimages.storage.googleapis.com/42/f8/63/8f5a8a4aeb837f/HDA0003454896630000011.png
CN-114178606-A,Small-size copper pipe cutting equipment ,李友其,李友其,2022-01-04,2022-01-04,2022-03-15,,https://patents.google.com/patent/CN114178606A/en,https://patentimages.storage.googleapis.com/af/a4/20/e41737ed29e66f/HDA0003454648870000011.png
CN-217156670-U,Protection device outlet loop calibration device ,"广西防城港核电有限公司, 中国广核集团有限公司","刘沙, 郭玉庆, 邱波, 赵雅丽, 杨金彪, 卢立金, 胡启明",2022-01-04,2022-01-04,2022-08-09,2022-08-09,https://patents.google.com/patent/CN217156670U/en,https://patentimages.storage.googleapis.com/c5/fb/05/05e94b90ceee45/HDA0003455145950000011.png
CN-114362494-A,"Ripple compensation circuit of switching power supply, switching power supply and terminal ",努比亚技术有限公司,范建功,2022-01-04,2022-01-04,2022-04-15,,https://patents.google.com/patent/CN114362494A/en,https://patentimages.storage.googleapis.com/13/43/f7/af5f2d6f4220c9/HDA0003455154450000011.png
CN-216657591-U,Water cooling plant is used in processing of apron glass ,"湖南特种玻璃研究院有限公司, 湖南特玻智造科技有限公司","贺乾坤, 巩遵群",2022-01-04,2022-01-04,2022-06-03,2022-06-03,https://patents.google.com/patent/CN216657591U/en,https://patentimages.storage.googleapis.com/f0/02/ef/ea1a0b22f5bf34/HDA0003454800730000011.png
CN-114458556-A,Cooling device for air-cooled power generation equipment ,江苏高创风电设备有限公司,"吴星, 赵书敏",2022-01-04,2022-01-04,2022-05-10,,https://patents.google.com/patent/CN114458556A/en,https://patentimages.storage.googleapis.com/fb/32/c7/dd93480345d1fb/HDA0003454933850000011.png
CN-217047842-U,Canvas fabric with scratch-proof function ,宿迁市恒信纺织有限公司,"王振国, 王旭, 李勇",2022-01-04,2022-01-04,2022-07-26,2022-07-26,https://patents.google.com/patent/CN217047842U/en,https://patentimages.storage.googleapis.com/ae/d6/c8/3138796b5f261d/HDA0003454072830000011.png
CN-217164706-U,Fly ash jet milling device ,陕西中能煤田有限公司,"马国逢, 陈喜玲",2022-01-04,2022-01-04,2022-08-12,2022-08-12,https://patents.google.com/patent/CN217164706U/en,https://patentimages.storage.googleapis.com/ab/56/86/a542ffba0cef8f/HDA0003453996520000011.png
CN-114314695-A,Layered multi-element precursor and preparation method and application thereof ,厦门厦钨新能源材料股份有限公司,"李�权, 马跃飞, 洪礼训, 曾雷英, 魏国祯",2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114314695A/en,https://patentimages.storage.googleapis.com/29/a7/aa/67e26d50c9c54d/HDA0003455397270000011.png
CN-217180303-U,A equipment for silicone adhesive tensile test ,广东骄朗新型材料科技有限公司,陈楠,2022-01-04,2022-01-04,2022-08-12,2022-08-12,https://patents.google.com/patent/CN217180303U/en,https://patentimages.storage.googleapis.com/bb/ed/60/8628f9c0d175a3/220104161930.png
CN-114278207-A,Mute heat-preservation sliding aluminum alloy door and window ,岳阳市天正门窗幕墙装饰工程有限公司,刘艳正,2022-01-04,2022-01-04,2022-04-05,,https://patents.google.com/patent/CN114278207A/en,https://patentimages.storage.googleapis.com/1f/23/c7/bce84c568898bc/HDA0003455362550000011.png
CN-114004217-A,Message signature element extraction method and system ,江西派能科技有限公司,舒伟辗,2022-01-04,2022-01-04,2022-02-01,,https://patents.google.com/patent/CN114004217A/en,https://patentimages.storage.googleapis.com/78/06/8d/fefd8d92e8bc0e/211216103038.png
CN-216953523-U,Box type gas heating device ,广东万和新电气股份有限公司,"卢宇聪, 黄逊青, 周霞",2022-01-04,2022-01-04,2022-07-12,2022-07-12,https://patents.google.com/patent/CN216953523U/en,https://patentimages.storage.googleapis.com/e6/a5/b8/3388d18cf4cc16/HDA0003454785280000011.png
CN-216511670-U,Dustproof conveying device ,四川省威远特种耐火材料有限公司,"雷涛, 胡旭东, 雷家俊",2022-01-04,2022-01-04,2022-05-13,2022-05-13,https://patents.google.com/patent/CN216511670U/en,https://patentimages.storage.googleapis.com/58/bd/ad/cb1437b6479d27/HDA0003454758250000011.png
CN-114492514-A,Text output method based on six-classification motor imagery electroencephalogram signals ,中国科学院合肥物质科学研究院,"王玉成, 冯卫奔, 周永照, 赵娜娜, 叶晓东, 孔令成",2022-01-04,2022-01-04,2022-05-13,,https://patents.google.com/patent/CN114492514A/en,https://patentimages.storage.googleapis.com/f8/a0/26/ee6d0ae218b85d/HDA0003454815200000011.png
CN-216810467-U,Green energy-saving sun-proof glass curtain wall ,安徽千辉节能玻璃科技有限公司,"唐道会, 庞松涛",2022-01-04,2022-01-04,2022-06-24,2022-06-24,https://patents.google.com/patent/CN216810467U/en,https://patentimages.storage.googleapis.com/1d/ac/52/b5f9387c2fcaad/HDA0003455424080000011.png
CN-114263028-A,Washing machine and control method thereof ,珠海格力电器股份有限公司,"陈浩, 张强, 王士鹏, 李梦遥",2022-01-04,2022-01-04,2022-04-01,,https://patents.google.com/patent/CN114263028A/en,https://patentimages.storage.googleapis.com/57/e5/ea/49f81172641452/HDA0003454903710000011.png
CN-114326883-A,Garbage treatment method and system ,广东新宝电器股份有限公司,"郭建刚, 陈秋生",2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114326883A/en,https://patentimages.storage.googleapis.com/3f/1e/22/ad410bbddb8239/HDA0003454800460000021.png
CN-217136488-U,Mosquito killing fish tank for layered mixed culture of night-running fish and day-running fish ,茂名森科能实业有限公司,杨木良,2022-01-04,2022-01-04,2022-08-09,2022-08-09,https://patents.google.com/patent/CN217136488U/en,https://patentimages.storage.googleapis.com/b5/8b/20/9b848d85ff242a/DEST_PATH_220608093607.png
CN-217427997-U,"Three-level module, three-level module assembly and converter ",阳光电源股份有限公司,"李振升, 金传山, 孙标, 吴佳胜",2022-01-04,2022-01-04,2022-09-13,2022-09-13,https://patents.google.com/patent/CN217427997U/en,https://patentimages.storage.googleapis.com/80/e8/0b/af804f93b9d271/DEST_PATH_HDA0003710181170000011.png
CN-216583357-U,Cloth tensioning device for pattern printing machine for chemical fiber web processing ,保定格莱斯纺织品制造有限公司,张爱卿,2022-01-04,2022-01-04,2022-05-24,2022-05-24,https://patents.google.com/patent/CN216583357U/en,https://patentimages.storage.googleapis.com/72/4e/73/4488c646477ae6/HDA0003454401390000011.png
CN-216666486-U,Milling hub transmission sealing structure for milling and digging machine ,陕西竞拓智能装备有限公司,"何柏谕, 安光明, 姜玉勇, 杨惟任, 张恩健, 郑枫川",2022-01-04,2022-01-04,2022-06-03,2022-06-03,https://patents.google.com/patent/CN216666486U/en,https://patentimages.storage.googleapis.com/70/47/41/da2df15e42b1c9/HDA0003455679460000011.png
CN-115342399-A,Control method for smoke baffle plate of air-conditioning type range hood ,宁波方太厨具有限公司,"焦晓东, 傅海峰, 李光强",2022-01-04,2022-01-04,2022-11-15,,https://patents.google.com/patent/CN115342399A/en,https://patentimages.storage.googleapis.com/2b/88/7a/66bdc892036610/HDA0003454885810000011.png
CN-216604014-U,Simulation type four-limb linkage mechanism for riding type toy for children ,赵磊,赵磊,2022-01-04,2022-01-04,2022-05-27,2022-05-27,https://patents.google.com/patent/CN216604014U/en,https://patentimages.storage.googleapis.com/9f/9d/2e/677f8f0f1db6fb/HDA0003454756780000011.png
CN-216562209-U,Optical instrument building platform for teaching ,天津科仪嘉欣科技有限公司,黄金科,2022-01-04,2022-01-04,2022-05-17,2022-05-17,https://patents.google.com/patent/CN216562209U/en,https://patentimages.storage.googleapis.com/d9/60/e5/d37ed127f4761c/HDA0003454150570000011.png
CN-114300222-A,Transformer protection bracket and transformer installation method ,中工(福建)电业有限公司,林泉钦,2022-01-04,2022-01-04,2022-04-08,,https://patents.google.com/patent/CN114300222A/en,https://patentimages.storage.googleapis.com/cb/36/90/c78c8861314141/HDA0003454221660000011.png
CN-216921703-U,Storehouse position cabinet door state detecting system of terminal mould cabinet ,广州亿隆电子科技有限公司,"邓建强, 黄启荣, 卢志平, 曾衍仁, 潘玲玲, 宋晓光, 赖征, 杨婷, 蒋新明, 高东豪",2022-01-04,2022-01-04,2022-07-08,2022-07-08,https://patents.google.com/patent/CN216921703U/en,https://patentimages.storage.googleapis.com/e7/ab/c1/1d40112e874dfc/HDA0003454178820000011.png
CN-114279820-A,Wire flexibility detection device ,安徽楚江高新电材有限公司,"李加丰, 陈松林, 路荣贵",2022-01-04,2022-01-04,2022-04-05,,https://patents.google.com/patent/CN114279820A/en,https://patentimages.storage.googleapis.com/ea/12/aa/568d6e9b9aff6f/HDA0003454494630000011.png
CN-216491856-U,Agricultural machinery engineering is with high-efficient device of digging ,秦风波,秦风波,2022-01-04,2022-01-04,2022-05-13,2022-05-13,https://patents.google.com/patent/CN216491856U/en,https://patentimages.storage.googleapis.com/02/4a/df/a46efa8b147be0/220104112356.png
CN-216861977-U,Automatic bagging device for animal feed ,荆州市和美华生物科技有限公司,"刘方波, 黄晓辉, 梅业高, 欧德军, 刘玉林",2022-01-04,2022-01-04,2022-07-01,2022-07-01,https://patents.google.com/patent/CN216861977U/en,https://patentimages.storage.googleapis.com/74/4a/37/2b60c971e2787c/HDA0003454880440000011.png
CN-216562900-U,Indoor high-voltage grounding switch ,浙江特发电气有限公司,"钟树高, 钟震",2022-01-04,2022-01-04,2022-05-17,2022-05-17,https://patents.google.com/patent/CN216562900U/en,https://patentimages.storage.googleapis.com/21/b0/ba/49a20134891203/HDA0003454659190000011.png
CN-217319027-U,Injection mold capable of automatically cutting off ,佛山市吉冠电子科技有限公司,萨世伟,2022-01-04,2022-01-04,2022-08-30,2022-08-30,https://patents.google.com/patent/CN217319027U/en,https://patentimages.storage.googleapis.com/a1/57/ec/2d63d33b4df340/HDA0003455543880000011.png
CN-114507765-A,Method for improving rare earth yield by controlling slag amount of ladle furnace ,包头钢铁（集团）有限责任公司,"张胤, 麻晓光, 张怀军, 张顺, 刁望才, 韩春鹏, 曹瑞峰",2022-01-04,2022-01-04,2022-05-17,,https://patents.google.com/patent/CN114507765A/en,
CN-217431859-U,Automatic feeding device is used in production of high temperature resistant material ,南京复元先进新材料研究院有限公司,"余经纬, 彭博, 王文兴",2022-01-04,2022-01-04,2022-09-16,2022-09-16,https://patents.google.com/patent/CN217431859U/en,https://patentimages.storage.googleapis.com/90/bd/aa/47437028f81052/220104215748.png
CN-216911327-U,Filler belt cleaning device for constructed wetland ,广州华科环保工程有限公司,"许文骏, 林源山, 张嘉惠, 邓德珩, 周伟坚",2022-01-04,2022-01-04,2022-07-08,2022-07-08,https://patents.google.com/patent/CN216911327U/en,https://patentimages.storage.googleapis.com/59/a5/83/3f08829ff2efba/HDA0003454039290000011.png
CN-114247147-A,Game difficulty adjusting method for man-machine game ,成都市玉米树科技有限公司,"张恒汝, 王御, 潘超凡",2022-01-04,2022-01-04,2022-03-29,,https://patents.google.com/patent/CN114247147A/en,https://patentimages.storage.googleapis.com/15/d4/a1/aaf77e4619c0dd/HDA0003455384700000011.png
CN-114458648-A,Hydraulic system parallel connection device based on Tesla valve ,"陕西嘉合顺泰能源科技有限公司, 山东鲁泰控股集团有限公司","杨延鹏, 苏健, 丁延学, 张小三",2022-01-04,2022-01-04,2022-05-10,,https://patents.google.com/patent/CN114458648A/en,https://patentimages.storage.googleapis.com/6a/cf/c9/4b0b880ecf824d/211123144643.png
CN-114000082-B,Galvanized wire processing device and processing technology thereof ,天津勤晟科技有限公司,程治会,2022-01-04,2022-01-04,2022-03-25,2022-03-25,https://patents.google.com/patent/CN114000082B/en,https://patentimages.storage.googleapis.com/e0/ce/e9/63aa274aaa393e/211221153107.png
CN-216662488-U,Ultrapure helium purification device ,武汉中鑫瑞远气体有限公司,王仲涛,2022-01-04,2022-01-04,2022-06-03,2022-06-03,https://patents.google.com/patent/CN216662488U/en,https://patentimages.storage.googleapis.com/73/a6/5e/60cf047fb07b1f/220104124011.png
CN-114323205-A,Hydraulic engineering management is with floating formula water level detection device ,张乐,张乐,2022-01-04,2022-01-04,2022-04-12,,https://patents.google.com/patent/CN114323205A/en,https://patentimages.storage.googleapis.com/d8/e2/6b/9cd940cd8012f8/HDA0003455026120000011.png
CN-114447576-A,Base station antenna integrated device ,中信科移动通信技术股份有限公司,"李帛远, 万丰, 赵加明",2022-01-04,2022-01-04,2022-05-06,,https://patents.google.com/patent/CN114447576A/en,https://patentimages.storage.googleapis.com/98/79/3f/68d09e9baf9af9/HDA0003455185440000011.png
CN-114213386-A,Industrial continuous production method of fluoroethylene carbonate ,山东亘元生物科技有限公司,"陈琦, 李培培, 孙朋波, 王晓玲, 邢文国, 王传良, 米鹏",2022-01-04,2022-01-04,2022-03-22,,https://patents.google.com/patent/CN114213386A/en,
CN-216531814-U,Sealing protection device of self-temperature-limiting electric tracing band ,天津恒天电气科技有限公司,"杨继勇, 李国强, 蔡旭, 张沥心, 王树文",2022-01-04,2022-01-04,2022-05-13,2022-05-13,https://patents.google.com/patent/CN216531814U/en,https://patentimages.storage.googleapis.com/f9/43/a9/016cd09d37aab2/210302155010.png
CN-217052576-U,Partition jacquard multilayer gauze ,深圳全棉时代科技有限公司,"李建全, 周威, 任森芳, 赵勇, 赵丽平",2022-01-04,2022-01-04,2022-07-26,2022-07-26,https://patents.google.com/patent/CN217052576U/en,https://patentimages.storage.googleapis.com/24/0f/08/7ad46f35438821/HDA0003455212280000011.png
CN-114004551-A,OD big data based network group structure division method and device ,中国科学院地理科学与资源研究所,"游珍, 封志明, 游世情",2022-01-04,2022-01-04,2022-02-01,,https://patents.google.com/patent/CN114004551A/en,https://patentimages.storage.googleapis.com/1b/2a/35/124a66574ac570/211220114245.png
CN-114045314-A,"Method for preparing 2-hydroxytetrahydrofuran, 1, 4-butyrolactone and gamma-sodium hydroxybutyrate through enzyme catalysis ",中国科学院天津工业生物技术研究所,"张武元, 桑贤轲, 韩小峰, 陈少航",2022-01-04,2022-01-04,2022-02-15,,https://patents.google.com/patent/CN114045314A/en,https://patentimages.storage.googleapis.com/a9/49/ff/7e354c166f549b/211229185918.png
